field_1,field_2,field_3
545597.000000,4055165.000000,50574.000000
545597.000000,4055167.000000,50584.000000
545597.000000,4055170.000000,50580.000000
545596.000000,4055173.000000,50580.000000
545596.000000,4055174.000000,50581.000000
545596.000000,4055177.000000,50586.000000
545596.000000,4055179.000000,50586.000000
545595.000000,4055182.000000,50584.000000
545595.000000,4055184.000000,50581.000000
545595.000000,4055187.000000,50580.000000
545594.000000,4055189.000000,50577.000000
545594.000000,4055192.000000,50573.000000
545594.000000,4055194.000000,50577.000000
545593.000000,4055197.000000,50578.000000
545593.000000,4055199.000000,50579.000000
545591.000000,4055201.000000,50570.000000
545590.000000,4055203.000000,50581.000000
545588.000000,4055206.000000,50574.000000
545587.000000,4055208.000000,50576.000000
545587.000000,4055210.000000,50572.000000
545586.000000,4055212.000000,50569.000000
545586.000000,4055215.000000,50580.000000
545585.000000,4055217.000000,50575.000000
545586.000000,4055219.000000,50567.000000
545587.000000,4055221.000000,50564.000000
545587.000000,4055224.000000,50565.000000
545587.000000,4055226.000000,50569.000000
545587.000000,4055229.000000,50571.000000
545586.000000,4055232.000000,50572.000000
545586.000000,4055233.000000,50570.000000
545586.000000,4055235.000000,50559.000000
545586.000000,4055238.000000,50576.000000
545585.000000,4055240.000000,50565.000000
545585.000000,4055243.000000,50574.000000
545585.000000,4055246.000000,50576.000000
545586.000000,4055248.000000,50576.000000
545585.000000,4055251.000000,50575.000000
545585.000000,4055253.000000,50568.000000
545584.000000,4055256.000000,50569.000000
545584.000000,4055258.000000,50570.000000
545584.000000,4055261.000000,50572.000000
545584.000000,4055263.000000,50577.000000
545584.000000,4055265.000000,50574.000000
545583.000000,4055268.000000,50569.000000
545583.000000,4055270.000000,50572.000000
545582.000000,4055272.000000,50572.000000
545582.000000,4055275.000000,50577.000000
545583.000000,4055277.000000,50577.000000
545583.000000,4055280.000000,50575.000000
545583.000000,4055282.000000,50559.000000
545583.000000,4055284.000000,50549.000000
545583.000000,4055287.000000,50553.000000
545583.000000,4055289.000000,50566.000000
545582.000000,4055292.000000,50557.000000
545582.000000,4055294.000000,50563.000000
545582.000000,4055296.000000,50567.000000
545582.000000,4055299.000000,50570.000000
545582.000000,4055301.000000,50585.000000
545581.000000,4055305.000000,50555.000000
545581.000000,4055306.000000,50556.000000
545581.000000,4055308.000000,50564.000000
545580.000000,4055311.000000,50557.000000
545579.000000,4055313.000000,50566.000000
545579.000000,4055316.000000,50558.000000
545580.000000,4055318.000000,50571.000000
545580.000000,4055321.000000,50577.000000
545579.000000,4055323.000000,50579.000000
545579.000000,4055325.000000,50556.000000
545579.000000,4055328.000000,50555.000000
545578.000000,4055330.000000,50566.000000
545578.000000,4055333.000000,50570.000000
545578.000000,4055335.000000,50570.000000
545577.000000,4055338.000000,50557.000000
545578.000000,4055341.000000,50575.000000
545578.000000,4055343.000000,50568.000000
545578.000000,4055345.000000,50569.000000
545578.000000,4055347.000000,50575.000000
545578.000000,4055350.000000,50570.000000
545579.000000,4055352.000000,50573.000000
545580.000000,4055354.000000,50557.000000
545580.000000,4055357.000000,50561.000000
545579.000000,4055359.000000,50559.000000
545579.000000,4055361.000000,50564.000000
545579.000000,4055364.000000,50566.000000
545579.000000,4055366.000000,50563.000000
545580.000000,4055369.000000,50578.000000
545580.000000,4055371.000000,50562.000000
545581.000000,4055373.000000,50553.000000
545580.000000,4055376.000000,50560.000000
545581.000000,4055378.000000,50562.000000
545581.000000,4055381.000000,50565.000000
545581.000000,4055383.000000,50553.000000
545581.000000,4055385.000000,50568.000000
545582.000000,4055388.000000,50556.000000
545582.000000,4055390.000000,50555.000000
545583.000000,4055392.000000,50557.000000
545584.000000,4055395.000000,50548.000000
545585.000000,4055398.000000,50552.000000
545585.000000,4055399.000000,50555.000000
545584.000000,4055402.000000,50542.000000
545585.000000,4055404.000000,50544.000000
545585.000000,4055406.000000,50547.000000
545585.000000,4055409.000000,50548.000000
545585.000000,4055411.000000,50552.000000
545584.000000,4055414.000000,50555.000000
545584.000000,4055416.000000,50567.000000
545583.000000,4055419.000000,50561.000000
545583.000000,4055421.000000,50569.000000
545582.000000,4055425.000000,50578.000000
545582.000000,4055426.000000,50553.000000
545582.000000,4055428.000000,50546.000000
545582.000000,4055431.000000,50545.000000
545582.000000,4055433.000000,50556.000000
545582.000000,4055436.000000,50558.000000
545582.000000,4055438.000000,50558.000000
545582.000000,4055441.000000,50553.000000
545581.000000,4055443.000000,50536.000000
545581.000000,4055446.000000,50543.000000
545580.000000,4055448.000000,50556.000000
545581.000000,4055451.000000,50524.000000
545582.000000,4055453.000000,50549.000000
545582.000000,4055455.000000,50562.000000
545583.000000,4055457.000000,50549.000000
545583.000000,4055460.000000,50563.000000
545584.000000,4055462.000000,50549.000000
545585.000000,4055465.000000,50542.000000
545585.000000,4055467.000000,50553.000000
545587.000000,4055469.000000,50560.000000
545587.000000,4055471.000000,50553.000000
545588.000000,4055474.000000,50538.000000
545589.000000,4055476.000000,50544.000000
545590.000000,4055478.000000,50547.000000
545590.000000,4055481.000000,50547.000000
545591.000000,4055484.000000,50542.000000
545592.000000,4055485.000000,50542.000000
545592.000000,4055488.000000,50549.000000
545593.000000,4055490.000000,50549.000000
545594.000000,4055492.000000,50547.000000
545594.000000,4055492.000000,50544.000000
545596.000000,4055490.000000,50538.000000
545598.000000,4055490.000000,50545.000000
545601.000000,4055490.000000,50545.000000
545603.000000,4055491.000000,50548.000000
545605.000000,4055491.000000,50547.000000
545607.000000,4055492.000000,50544.000000
545610.000000,4055492.000000,50548.000000
545613.000000,4055492.000000,50550.000000
545615.000000,4055492.000000,50548.000000
545617.000000,4055492.000000,50549.000000
545619.000000,4055492.000000,50551.000000
545621.000000,4055491.000000,50552.000000
545623.000000,4055491.000000,50558.000000
545625.000000,4055491.000000,50548.000000
545628.000000,4055490.000000,50549.000000
545630.000000,4055490.000000,50556.000000
545633.000000,4055490.000000,50551.000000
545635.000000,4055490.000000,50559.000000
545637.000000,4055490.000000,50560.000000
545640.000000,4055490.000000,50562.000000
545642.000000,4055491.000000,50553.000000
545644.000000,4055491.000000,50544.000000
545648.000000,4055492.000000,50542.000000
545649.000000,4055493.000000,50544.000000
545651.000000,4055493.000000,50552.000000
545653.000000,4055494.000000,50551.000000
545655.000000,4055495.000000,50550.000000
545658.000000,4055495.000000,50551.000000
545660.000000,4055496.000000,50557.000000
545663.000000,4055496.000000,50550.000000
545666.000000,4055496.000000,50554.000000
545667.000000,4055496.000000,50544.000000
545670.000000,4055496.000000,50530.000000
545672.000000,4055496.000000,50551.000000
545675.000000,4055496.000000,50561.000000
545677.000000,4055496.000000,50558.000000
545680.000000,4055496.000000,50540.000000
545683.000000,4055496.000000,50535.000000
545684.000000,4055496.000000,50551.000000
545687.000000,4055496.000000,50561.000000
545689.000000,4055497.000000,50546.000000
545691.000000,4055498.000000,50544.000000
545694.000000,4055498.000000,50547.000000
545696.000000,4055497.000000,50551.000000
545699.000000,4055497.000000,50546.000000
545701.000000,4055497.000000,50550.000000
545703.000000,4055496.000000,50558.000000
545705.000000,4055496.000000,50551.000000
545708.000000,4055496.000000,50548.000000
545710.000000,4055495.000000,50548.000000
545712.000000,4055495.000000,50554.000000
545714.000000,4055494.000000,50558.000000
545717.000000,4055494.000000,50556.000000
545719.000000,4055495.000000,50548.000000
545722.000000,4055495.000000,50543.000000
545724.000000,4055495.000000,50540.000000
545726.000000,4055495.000000,50539.000000
545729.000000,4055495.000000,50553.000000
545731.000000,4055495.000000,50560.000000
545734.000000,4055494.000000,50557.000000
545736.000000,4055493.000000,50560.000000
545739.000000,4055492.000000,50556.000000
545741.000000,4055492.000000,50551.000000
545743.000000,4055492.000000,50547.000000
545746.000000,4055491.000000,50552.000000
545748.000000,4055491.000000,50545.000000
545750.000000,4055491.000000,50552.000000
545753.000000,4055491.000000,50549.000000
545755.000000,4055491.000000,50551.000000
545757.000000,4055491.000000,50547.000000
545759.000000,4055491.000000,50550.000000
545762.000000,4055492.000000,50553.000000
545764.000000,4055492.000000,50549.000000
545766.000000,4055492.000000,50551.000000
545768.000000,4055492.000000,50561.000000
545771.000000,4055491.000000,50558.000000
545773.000000,4055491.000000,50566.000000
545775.000000,4055492.000000,50553.000000
545778.000000,4055492.000000,50569.000000
545780.000000,4055493.000000,50555.000000
545782.000000,4055493.000000,50549.000000
545785.000000,4055494.000000,50541.000000
545789.000000,4055493.000000,50541.000000
545790.000000,4055493.000000,50543.000000
545792.000000,4055493.000000,50556.000000
545796.000000,4055493.000000,50550.000000
545797.000000,4055492.000000,50544.000000
545799.000000,4055492.000000,50565.000000
545801.000000,4055493.000000,50547.000000
545804.000000,4055494.000000,50547.000000
545806.000000,4055494.000000,50553.000000
545808.000000,4055494.000000,50553.000000
545811.000000,4055495.000000,50554.000000
545813.000000,4055496.000000,50550.000000
545815.000000,4055496.000000,50543.000000
545818.000000,4055496.000000,50541.000000
545820.000000,4055496.000000,50539.000000
545824.000000,4055497.000000,50543.000000
545825.000000,4055497.000000,50543.000000
545827.000000,4055497.000000,50552.000000
545829.000000,4055497.000000,50555.000000
545832.000000,4055497.000000,50556.000000
545834.000000,4055497.000000,50555.000000
545837.000000,4055497.000000,50567.000000
545839.000000,4055497.000000,50552.000000
545841.000000,4055497.000000,50521.000000
545843.000000,4055496.000000,50542.000000
545846.000000,4055495.000000,50553.000000
545848.000000,4055495.000000,50550.000000
545851.000000,4055495.000000,50554.000000
545853.000000,4055494.000000,50558.000000
545855.000000,4055493.000000,50561.000000
545858.000000,4055492.000000,50557.000000
545860.000000,4055492.000000,50557.000000
545863.000000,4055491.000000,50561.000000
545865.000000,4055492.000000,50550.000000
545867.000000,4055492.000000,50538.000000
545870.000000,4055492.000000,50547.000000
545872.000000,4055492.000000,50560.000000
545874.000000,4055491.000000,50565.000000
545877.000000,4055490.000000,50557.000000
545879.000000,4055490.000000,50550.000000
545883.000000,4055489.000000,50560.000000
545884.000000,4055488.000000,50555.000000
545886.000000,4055487.000000,50558.000000
545889.000000,4055486.000000,50558.000000
545891.000000,4055486.000000,50543.000000
545894.000000,4055487.000000,50553.000000
545896.000000,4055487.000000,50560.000000
545898.000000,4055487.000000,50545.000000
545900.000000,4055488.000000,50558.000000
545903.000000,4055488.000000,50559.000000
545905.000000,4055488.000000,50554.000000
545908.000000,4055487.000000,50555.000000
545910.000000,4055487.000000,50560.000000
545913.000000,4055486.000000,50557.000000
545915.000000,4055486.000000,50558.000000
545917.000000,4055486.000000,50556.000000
545920.000000,4055488.000000,50553.000000
545922.000000,4055488.000000,50556.000000
545924.000000,4055489.000000,50558.000000
545927.000000,4055489.000000,50554.000000
545931.000000,4055489.000000,50540.000000
545932.000000,4055489.000000,50544.000000
545934.000000,4055488.000000,50558.000000
545937.000000,4055488.000000,50552.000000
545939.000000,4055488.000000,50551.000000
545942.000000,4055489.000000,50559.000000
545944.000000,4055489.000000,50562.000000
545946.000000,4055489.000000,50561.000000
545949.000000,4055489.000000,50566.000000
545951.000000,4055488.000000,50566.000000
545953.000000,4055487.000000,50568.000000
545955.000000,4055487.000000,50575.000000
545957.000000,4055487.000000,50561.000000
545960.000000,4055486.000000,50546.000000
545964.000000,4055486.000000,50546.000000
545966.000000,4055487.000000,50552.000000
545967.000000,4055487.000000,50559.000000
545970.000000,4055487.000000,50569.000000
545972.000000,4055488.000000,50566.000000
545974.000000,4055489.000000,50552.000000
545976.000000,4055489.000000,50550.000000
545979.000000,4055488.000000,50548.000000
545981.000000,4055489.000000,50548.000000
545983.000000,4055490.000000,50554.000000
545986.000000,4055490.000000,50558.000000
545988.000000,4055490.000000,50549.000000
545990.000000,4055490.000000,50550.000000
545993.000000,4055489.000000,50549.000000
545995.000000,4055489.000000,50560.000000
545998.000000,4055489.000000,50563.000000
546000.000000,4055489.000000,50559.000000
546004.000000,4055489.000000,50556.000000
546005.000000,4055489.000000,50558.000000
546008.000000,4055490.000000,50563.000000
546010.000000,4055491.000000,50563.000000
546012.000000,4055490.000000,50552.000000
546014.000000,4055491.000000,50550.000000
546016.000000,4055492.000000,50555.000000
546018.000000,4055491.000000,50550.000000
546021.000000,4055491.000000,50537.000000
546023.000000,4055490.000000,50547.000000
546025.000000,4055491.000000,50548.000000
546028.000000,4055491.000000,50547.000000
546030.000000,4055491.000000,50540.000000
546033.000000,4055492.000000,50523.000000
546036.000000,4055492.000000,50545.000000
546037.000000,4055492.000000,50611.000000
546039.000000,4055492.000000,50591.000000
546041.000000,4055491.000000,50570.000000
546043.000000,4055491.000000,50561.000000
546046.000000,4055492.000000,50558.000000
546048.000000,4055492.000000,50563.000000
546049.000000,4055492.000000,50562.000000
546050.000000,4055492.000000,50563.000000
546051.000000,4055489.000000,50567.000000
546051.000000,4055486.000000,50562.000000
